0.232200 1:0.166367 2:0.031400 3:0.054397 4:0.048314 5:0.031975 6:0.167030 7:0.031620 8:0.055468 9:0.047276 10:0.032237 11:0.168347 12:0.032023 13:0.056691 14:0.046559 15:0.032760
0.237600 1:0.167030 2:0.031620 3:0.055468 4:0.047276 5:0.032237 6:0.168347 7:0.032023 8:0.056691 9:0.046559 10:0.032760 11:0.170019 12:0.032591 13:0.058004 14:0.046070 15:0.033459
0.243000 1:0.168347 2:0.032023 3:0.056691 4:0.046559 5:0.032760 6:0.170019 7:0.032591 8:0.058004 9:0.046070 10:0.033459 11:0.171824 12:0.033312 13:0.059373 14:0.045736 15:0.034287
0.248400 1:0.170019 2:0.032591 3:0.058004 4:0.046070 5:0.033459 6:0.171824 7:0.033312 8:0.059373 9:0.045736 10:0.034287 11:0.173703 12:0.034195 13:0.060800 14:0.045554 15:0.035253
0.253800 1:0.171824 2:0.033312 3:0.059373 4:0.045736 5:0.034287 6:0.173703 7:0.034195 8:0.060800 9:0.045554 10:0.035253 11:0.175781 12:0.035262 13:0.062321 14:0.045610 15:0.036431
0.257400 1:0.173703 2:0.034195 3:0.060800 4:0.045554 5:0.035253 6:0.175781 7:0.035262 8:0.062321 9:0.045610 10:0.036431 11:0.178340 12:0.036540 13:0.063990 14:0.046077 15:0.037931
0.264600 1:0.175781 2:0.035262 3:0.062321 4:0.045610 5:0.036431 6:0.178340 7:0.036540 8:0.063990 9:0.046077 10:0.037931 11:0.181683 12:0.038037 13:0.065848 14:0.047167 15:0.039859
0.264600 1:0.178340 2:0.036540 3:0.063990 4:0.046077 5:0.037931 6:0.181683 7:0.038037 8:0.065848 9:0.047167 10:0.039859 11:0.186031 12:0.039730 13:0.067898 14:0.049065 15:0.042268
0.270000 1:0.181683 2:0.038037 3:0.065848 4:0.047167 5:0.039859 6:0.186031 7:0.039730 8:0.067898 9:0.049065 10:0.042268 11:0.191385 12:0.041549 13:0.070083 14:0.051855 15:0.045127
0.275400 1:0.186031 2:0.039730 3:0.067898 4:0.049065 5:0.042268 6:0.191385 7:0.041549 8:0.070083 9:0.051855 10:0.045127 11:0.197495 12:0.043395 13:0.072293 14:0.055447 15:0.048312
0.280800 1:0.191385 2:0.041549 3:0.070083 4:0.051855 5:0.045127 6:0.197495 7:0.043395 8:0.072293 9:0.055447 10:0.048312 11:0.203889 12:0.045152 13:0.074378 14:0.059569 15:0.051621
0.286200 1:0.197495 2:0.043395 3:0.072293 4:0.055447 5:0.048312 6:0.203889 7:0.045152 8:0.074378 9:0.059569 10:0.051621 11:0.209972 12:0.046708 13:0.076184 14:0.063811 15:0.054825
0.291600 1:0.203889 2:0.045152 3:0.074378 4:0.059569 5:0.051621 6:0.209972 7:0.046708 8:0.076184 9:0.063811 10:0.054825 11:0.215140 12:0.047977 13:0.077582 14:0.067678 15:0.057699
0.291600 1:0.209972 2:0.046708 3:0.076184 4:0.063811 5:0.054825 6:0.215140 7:0.047977 8:0.077582 9:0.067678 10:0.057699 11:0.218895 12:0.048906 13:0.078498 14:0.070695 15:0.060052
0.297000 1:0.215140 2:0.047977 3:0.077582 4:0.067678 5:0.057699 6:0.218895 7:0.048906 8:0.078498 9:0.070695 10:0.060052 11:0.220904 12:0.049479 13:0.078917 14:0.072496 15:0.061741
0.302400 1:0.218895 2:0.048906 3:0.078498 4:0.070695 5:0.060052 6:0.220904 7:0.049479 8:0.078917 9:0.072496 10:0.061741 11:0.221042 12:0.049714 13:0.078890 14:0.072851 15:0.062679
0.307800 1:0.220904 2:0.049479 3:0.078917 4:0.072496 5:0.061741 6:0.221042 7:0.049714 8:0.078890 9:0.072851 10:0.062679 11:0.219371 12:0.049658 13:0.078515 14:0.071717 15:0.062844
0.313200 1:0.221042 2:0.049714 3:0.078890 4:0.072851 5:0.062679 6:0.219371 7:0.049658 8:0.078515 9:0.071717 10:0.062844 11:0.216141 12:0.049385 13:0.077926 14:0.069244 15:0.062293
0.318600 1:0.219371 2:0.049658 3:0.078515 4:0.071717 5:0.062844 6:0.216141 7:0.049385 8:0.077926 9:0.069244 10:0.062293 11:0.211746 12:0.048983 13:0.077267 14:0.065738 15:0.061157
0.324000 1:0.216141 2:0.049385 3:0.077926 4:0.069244 5:0.062293 6:0.211746 7:0.048983 8:0.077267 9:0.065738 10:0.061157 11:0.206707 12:0.048547 13:0.076677 14:0.061638 15:0.059644
0.324000 1:0.211746 2:0.048983 3:0.077267 4:0.065738 5:0.061157 6:0.206707 7:0.048547 8:0.076677 9:0.061638 10:0.059644 11:0.201599 12:0.048168 13:0.076270 14:0.057444 15:0.058007
0.329400 1:0.206707 2:0.048547 3:0.076677 4:0.061638 5:0.059644 6:0.201599 7:0.048168 8:0.076270 9:0.057444 10:0.058007 11:0.197004 12:0.047927 13:0.076129 14:0.053648 15:0.056521
0.334800 1:0.201599 2:0.048168 3:0.076270 4:0.057444 5:0.058007 6:0.197004 7:0.047927 8:0.076129 9:0.053648 10:0.056521 11:0.193450 12:0.047888 13:0.076308 14:0.050696 15:0.055435
0.340200 1:0.197004 2:0.047927 3:0.076129 4:0.053648 5:0.056521 6:0.193450 7:0.047888 8:0.076308 9:0.050696 10:0.055435 11:0.191361 12:0.048099 13:0.076830 14:0.048928 15:0.054945
0.345600 1:0.193450 2:0.047888 3:0.076308 4:0.050696 5:0.055435 6:0.191361 7:0.048099 8:0.076830 9:0.048928 10:0.054945 11:0.190999 12:0.048598 13:0.077700 14:0.048539 15:0.055164
0.351000 1:0.191361 2:0.048099 3:0.076830 4:0.048928 5:0.054945 6:0.190999 7:0.048598 8:0.077700 9:0.048539 10:0.055164 11:0.192451 12:0.049405 13:0.078908 14:0.049564 15:0.056123
0.351000 1:0.190999 2:0.048598 3:0.077700 4:0.048539 5:0.055164 6:0.192451 7:0.049405 8:0.078908 9:0.049564 10:0.056123 11:0.195607 12:0.050528 13:0.080427 14:0.051852 15:0.057775
0.356400 1:0.192451 2:0.049405 3:0.078908 4:0.049564 5:0.056123 6:0.195607 7:0.050528 8:0.080427 9:0.051852 10:0.057775 11:0.200192 12:0.051953 13:0.082215 14:0.055095 15:0.060014
0.361800 1:0.195607 2:0.050528 3:0.080427 4:0.051852 5:0.057775 6:0.200192 7:0.051953 8:0.082215 9:0.055095 10:0.060014 11:0.205797 12:0.053639 13:0.084206 14:0.058873 15:0.062696
0.367200 1:0.200192 2:0.051953 3:0.082215 4:0.055095 5:0.060014 6:0.205797 7:0.053639 8:0.084206 9:0.058873 10:0.062696 11:0.211923 12:0.055511 13:0.086307 14:0.062732 15:0.065656
0.372600 1:0.205797 2:0.053639 3:0.084206 4:0.058873 5:0.062696 6:0.211923 7:0.055511 8:0.086307 9:0.062732 10:0.065656 11:0.218032 12:0.057457 13:0.088396 14:0.066244 15:0.068709
0.378000 1:0.211923 2:0.055511 3:0.086307 4:0.062732 5:0.065656 6:0.218032 7:0.057457 8:0.088396 9:0.066244 10:0.068709 11:0.223592 12:0.059338 13:0.090325 14:0.069067 15:0.071653
0.383400 1:0.218032 2:0.057457 3:0.088396 4:0.066244 5:0.068709 6:0.223592 7:0.059338 8:0.090325 9:0.069067 10:0.071653 11:0.228122 12:0.061007 13:0.091946 14:0.070957 15:0.074287
0.383400 1:0.223592 2:0.059338 3:0.090325 4:0.069067 5:0.071653 6:0.228122 7:0.061007 8:0.091946 9:0.070957 10:0.074287 11:0.231281 12:0.062334 13:0.093140 14:0.071792 15:0.076437
0.388800 1:0.228122 2:0.061007 3:0.091946 4:0.070957 5:0.074287 6:0.231281 7:0.062334 8:0.093140 9:0.071792 10:0.076437 11:0.232913 12:0.063241 13:0.093852 14:0.071564 15:0.077989
0.394200 1:0.231281 2:0.062334 3:0.093140 4:0.071792 5:0.076437 6:0.232913 7:0.063241 8:0.093852 9:0.071564 10:0.077989 11:0.233096 12:0.063724 13:0.094115 14:0.070381 15:0.078923
0.399600 1:0.232913 2:0.063241 3:0.093852 4:0.071564 5:0.077989 6:0.233096 7:0.063724 8:0.094115 9:0.070381 10:0.078923 11:0.232152 12:0.063851 13:0.094048 14:0.068464 15:0.079321
0.405000 1:0.233096 2:0.063724 3:0.094115 4:0.070381 5:0.078923 6:0.232152 7:0.063851 8:0.094048 9:0.068464 10:0.079321 11:0.230572 12:0.063758 13:0.093836 14:0.066123 15:0.079353
0.410400 1:0.232152 2:0.063851 3:0.094048 4:0.068464 5:0.079321 6:0.230572 7:0.063758 8:0.093836 9:0.066123 10:0.079353 11:0.228932 12:0.063610 13:0.093680 14:0.063729 15:0.079234
0.410400 1:0.230572 2:0.063758 3:0.093836 4:0.066123 5:0.079353 6:0.228932 7:0.063610 8:0.093680 9:0.063729 10:0.079234 11:0.227738 12:0.063568 13:0.093755 14:0.061665 15:0.079172
0.415800 1:0.228932 2:0.063610 3:0.093680 4:0.063729 5:0.079234 6:0.227738 7:0.063568 8:0.093755 9:0.061665 10:0.079172 11:0.227331 12:0.063752 13:0.094167 14:0.060243 15:0.079318
0.421200 1:0.227738 2:0.063568 3:0.093755 4:0.061665 5:0.079172 6:0.227331 7:0.063752 8:0.094167 9:0.060243 10:0.079318 11:0.227790 12:0.064216 13:0.094936 14:0.059641 15:0.079738
0.426600 1:0.227331 2:0.063752 3:0.094167 4:0.060243 5:0.079318 6:0.227790 7:0.064216 8:0.094936 9:0.059641 10:0.079738 11:0.228908 12:0.064937 13:0.095995 14:0.059871 15:0.080395
0.432000 1:0.227790 2:0.064216 3:0.094936 4:0.059641 5:0.079738 6:0.228908 7:0.064937 8:0.095995 9:0.059871 10:0.080395 11:0.230264 12:0.065833 13:0.097211 14:0.060718 15:0.081173
0.437400 1:0.228908 2:0.064937 3:0.095995 4:0.059871 5:0.080395 6:0.230264 7:0.065833 8:0.097211 9:0.060718 10:0.081173 11:0.231324 12:0.066783 13:0.098424 14:0.061843 15:0.081911
0.442800 1:0.230264 2:0.065833 3:0.097211 4:0.060718 5:0.081173 6:0.231324 7:0.066783 8:0.098424 9:0.061843 10:0.081911 11:0.231591 12:0.067672 13:0.099485 14:0.062833 15:0.082453
0.442800 1:0.231324 2:0.066783 3:0.098424 4:0.061843 5:0.081911 6:0.231591 7:0.067672 8:0.099485 9:0.062833 10:0.082453 11:0.230771 12:0.068414 13:0.100293 14:0.063338 15:0.082697
0.448200 1:0.231591 2:0.067672 3:0.099485 4:0.062833 5:0.082453 6:0.230771 7:0.068414 8:0.100293 9:0.063338 10:0.082697 11:0.228850 12:0.068985 13:0.100819 14:0.063166 15:0.082625
0.453600 1:0.230771 2:0.068414 3:0.100293 4:0.063338 5:0.082697 6:0.228850 7:0.068985 8:0.100819 9:0.063166 10:0.082625 11:0.226108 12:0.069426 13:0.101110 14:0.062343 15:0.082314
0.459000 1:0.228850 2:0.068985 3:0.100819 4:0.063166 5:0.082625 6:0.226108 7:0.069426 8:0.101110 9:0.062343 10:0.082314 11:0.223092 12:0.069835 13:0.101281 14:0.061084 15:0.081925
0.464400 1:0.226108 2:0.069426 3:0.101110 4:0.062343 5:0.082314 6:0.223092 7:0.069835 8:0.101281 9:0.061084 10:0.081925 11:0.220462 12:0.070344 13:0.101495 14:0.059762 15:0.081666
0.469800 1:0.223092 2:0.069835 3:0.101281 4:0.061084 5:0.081925 6:0.220462 7:0.070344 8:0.101495 9:0.059762 10:0.081666 11:0.218876 12:0.071087 13:0.101923 14:0.058773 15:0.081753
0.475200 1:0.220462 2:0.070344 3:0.101495 4:0.059762 5:0.081666 6:0.218876 7:0.071087 8:0.101923 9:0.058773 10:0.081753 11:0.218837 12:0.072163 13:0.102708 14:0.058473 15:0.082355
0.475200 1:0.218876 2:0.071087 3:0.101923 4:0.058773 5:0.081753 6:0.218837 7:0.072163 8:0.102708 9:0.058473 10:0.082355 11:0.220576 12:0.073610 13:0.103929 14:0.059087 15:0.083563
0.480600 1:0.218837 2:0.072163 3:0.102708 4:0.058473 5:0.082355 6:0.220576 7:0.073610 8:0.103929 9:0.059087 10:0.083563 11:0.224032 12:0.075397 13:0.105575 14:0.060702 15:0.085376
0.486000 1:0.220576 2:0.073610 3:0.103929 4:0.059087 5:0.083563 6:0.224032 7:0.075397 8:0.105575 9:0.060702 10:0.085376 11:0.228898 12:0.077432 13:0.107544 14:0.063293 15:0.087700
0.491400 1:0.224032 2:0.075397 3:0.105575 4:0.060702 5:0.085376 6:0.228898 7:0.077432 8:0.107544 9:0.063293 10:0.087700 11:0.234699 12:0.079579 13:0.109671 14:0.066756 15:0.090385
0.496800 1:0.228898 2:0.077432 3:0.107544 4:0.063293 5:0.087700 6:0.234699 7:0.079579 8:0.109671 9:0.066756 10:0.090385 11:0.240934 12:0.081701 13:0.111771 14:0.070933 15:0.093256
0.502200 1:0.234699 2:0.079579 3:0.109671 4:0.066756 5:0.090385 6:0.240934 7:0.081701 8:0.111771 9:0.070933 10:0.093256 11:0.247177 12:0.083677 13:0.113688 14:0.075657 15:0.096159
0.502200 1:0.240934 2:0.081701 3:0.111771 4:0.070933 5:0.093256 6:0.247177 7:0.083677 8:0.113688 9:0.075657 10:0.096159 11:0.253145 12:0.085435 13:0.115329 14:0.080728 15:0.098980
0.507600 1:0.247177 2:0.083677 3:0.113688 4:0.075657 5:0.096159 6:0.253145 7:0.085435 8:0.115329 9:0.080728 10:0.098980 11:0.258694 12:0.086948 13:0.116673 14:0.085906 15:0.101657
0.513000 1:0.253145 2:0.085435 3:0.115329 4:0.080728 5:0.098980 6:0.258694 7:0.086948 8:0.116673 9:0.085906 10:0.101657 11:0.263793 12:0.088233 13:0.117763 14:0.090926 15:0.104172
0.518400 1:0.258694 2:0.086948 3:0.116673 4:0.085906 5:0.101657 6:0.263793 7:0.088233 8:0.117763 9:0.090926 10:0.104172 11:0.268434 12:0.089338 13:0.118677 14:0.095513 15:0.106531
0.523800 1:0.263793 2:0.088233 3:0.117763 4:0.090926 5:0.104172 6:0.268434 7:0.089338 8:0.118677 9:0.095513 10:0.106531 11:0.272569 12:0.090317 13:0.119493 14:0.099427 15:0.108743
0.529200 1:0.268434 2:0.089338 3:0.118677 4:0.095513 5:0.106531 6:0.272569 7:0.090317 8:0.119493 9:0.099427 10:0.108743 11:0.276079 12:0.091223 13:0.120271 14:0.102483 15:0.110804
0.534600 1:0.272569 2:0.090317 3:0.119493 4:0.099427 5:0.108743 6:0.276079 7:0.091223 8:0.120271 9:0.102483 10:0.110804 11:0.278794 12:0.092096 13:0.121046 14:0.104614 15:0.112693
0.534600 1:0.276079 2:0.091223 3:0.120271 4:0.102483 5:0.110804 6:0.278794 7:0.092096 8:0.121046 9:0.104614 10:0.112693 11:0.280563 12:0.092969 13:0.121834 14:0.105862 15:0.114383
0.540000 1:0.278794 2:0.092096 3:0.121046 4:0.104614 5:0.112693 6:0.280563 7:0.092969 8:0.121834 9:0.105862 10:0.114383 11:0.281339 12:0.093871 13:0.122657 14:0.106376 15:0.115857
0.545400 1:0.280563 2:0.092969 3:0.121834 4:0.105862 5:0.114383 6:0.281339 7:0.093871 8:0.122657 9:0.106376 10:0.115857 11:0.281218 12:0.094835 13:0.123556 14:0.106394 15:0.117130
0.550800 1:0.281339 2:0.093871 3:0.122657 4:0.106376 5:0.115857 6:0.281218 7:0.094835 8:0.123556 9:0.106394 10:0.117130 11:0.280497 12:0.095901 13:0.124605 14:0.106202 15:0.118271
0.556200 1:0.281218 2:0.094835 3:0.123556 4:0.106394 5:0.117130 6:0.280497 7:0.095901 8:0.124605 9:0.106202 10:0.118271 11:0.279612 12:0.097120 13:0.125902 14:0.106094 15:0.119401
0.561600 1:0.280497 2:0.095901 3:0.124605 4:0.106202 5:0.118271 6:0.279612 7:0.097120 8:0.125902 9:0.106094 10:0.119401 11:0.279066 12:0.098550 13:0.127551 14:0.106354 15:0.120688
0.561600 1:0.279612 2:0.097120 3:0.125902 4:0.106094 5:0.119401 6:0.279066 7:0.098550 8:0.127551 9:0.106354 10:0.120688 11:0.279349 12:0.100248 13:0.129633 14:0.107234 15:0.122313
0.567000 1:0.279066 2:0.098550 3:0.127551 4:0.106354 5:0.120688 6:0.279349 7:0.100248 8:0.129633 9:0.107234 10:0.122313 11:0.280830 12:0.102256 13:0.132190 14:0.108933 15:0.124445
0.572400 1:0.279349 2:0.100248 3:0.129633 4:0.107234 5:0.122313 6:0.280830 7:0.102256 8:0.132190 9:0.108933 10:0.124445 11:0.283688 12:0.104584 13:0.135201 14:0.111556 15:0.127188
0.577800 1:0.280830 2:0.102256 3:0.132190 4:0.108933 5:0.124445 6:0.283688 7:0.104584 8:0.135201 9:0.111556 10:0.127188 11:0.287867 12:0.107195 13:0.138568 14:0.115091 15:0.130552
0.583200 1:0.283688 2:0.104584 3:0.135201 4:0.111556 5:0.127188 6:0.287867 7:0.107195 8:0.138568 9:0.115091 10:0.130552 11:0.293067 12:0.109991 13:0.142121 14:0.119364 15:0.134432
0.588600 1:0.287867 2:0.107195 3:0.138568 4:0.115091 5:0.130552 6:0.293067 7:0.109991 8:0.142121 9:0.119364 10:0.134432 11:0.298807 12:0.112831 13:0.145629 14:0.124076 15:0.138617
